Title,Author_Institution
Title page The evolutionary fate of divergent genomes in hybrid zones between selfing and outcrossing species,"[('Frédéric Fyon', 'https://www.researchgate.net/profile/Frederic-Fyon', 'Royal Holloway, University of London', 'https://www.researchgate.net/institution/Royal_Holloway_University_of_London'), ('Waldir M Berbel-Filho²', 'https://www.researchgate.net/scientific-contributions/Waldir-M-Berbel-Filho-2238645304', ' ', ' ')]"
Editorial: Rising stars in Evolutionary and Genomic Microbiology: 2022,"[('Alla Lapidus', 'https://www.researchgate.net/scientific-contributions/Alla-Lapidus-2147148765', ' ', ' '), ('Ernesto Perez-Rueda', 'https://www.researchgate.net/profile/Ernesto-Perez-Rueda-2', 'Universidad Nacional Autónoma de México', 'https://www.researchgate.net/institution/Universidad_Nacional_Autonoma_de_Mexico')]"
Visualizing the Genome: Experimental Approaches for Live-Cell Chromatin Imaging,"[('Vladimir S. Viushkov', 'https://www.researchgate.net/scientific-contributions/Vladimir-S-Viushkov-2238933589', ' ', ' '), ('Nikolai A. Lomov', 'https://www.researchgate.net/scientific-contributions/Nikolai-A-Lomov-2229488278', ' ', ' '), ('Mikhail A. Rubtsov', 'https://www.researchgate.net/scientific-contributions/Mikhail-A-Rubtsov-2238956151', ' ', ' '), ('Yegor S. Vassetzky', 'https://www.researchgate.net/scientific-contributions/Yegor-S-Vassetzky-2238929631', ' ', ' ')]"
UPitt TriState SenNet TMC Single Cell RNA Seq (10X Genomics) Library Preparation and Sequencing 5' with Cell Hashings v1,"[('Tracy Tabib', 'https://www.researchgate.net/scientific-contributions/Tracy-Tabib-2238932328', ' ', ' ')]"
Extending the breeder's equation to take aim at the Target Population of Environments,"[('Mark Cooper', 'https://www.researchgate.net/profile/Mark-Cooper-4', 'The University of Queensland', 'https://www.researchgate.net/institution/The_University_of_Queensland'), ('Owen Powell', 'https://www.researchgate.net/profile/Owen-Powell', 'The University of Queensland', 'https://www.researchgate.net/institution/The_University_of_Queensland'), ('Carla Gho', 'https://www.researchgate.net/profile/Carla-Gho', ' ', ' '), ('Tom Tang', 'https://www.researchgate.net/profile/Tom-Tang', 'DuPont Pioneer', 'https://www.researchgate.net/institution/DuPont_Pioneer')]"
UPitt TriState SenNet TMC Cell Hashing of single cell suspension for scRNAseq in 5' workflow (10x Genomics) v1,"[('Tracy Tabib', 'https://www.researchgate.net/scientific-contributions/Tracy-Tabib-2238932199', ' ', ' ')]"
"Genomic innovation, convergence and parallelism facilitated the ecological transition to life out of the sea in molluscs","[('Leandro Aristide', 'https://www.researchgate.net/profile/Leandro-Aristide', 'Institute of Evolutionary Biology', 'https://www.researchgate.net/institution/Institute_of_Evolutionary_Biology2'), ('Rosa Fernández', 'https://www.researchgate.net/scientific-contributions/Rosa-Fernandez-2184422450', ' ', ' ')]"
Sustainable Agriculture: Genetics and Mechanism for Crop Improvement,"[('Xiaodong Wang', 'https://www.researchgate.net/profile/Xiaodong-Wang-75', 'Agricultural University Of Hebei', 'https://www.researchgate.net/institution/Agricultural_University_Of_Hebei'), ('Shisheng Chen', 'https://www.researchgate.net/profile/Shisheng-Chen', 'University of California, Davis', 'https://www.researchgate.net/institution/University_of_California_Davis'), ('Hao li', 'https://www.researchgate.net/profile/Hao-Li-245', 'Henan University', 'https://www.researchgate.net/institution/Henan-University')]"
Consent Codes: Maintaining Consent in an Ever-expanding Open Science Ecosystem,"[('Stephanie O. M. Dyke', 'https://www.researchgate.net/scientific-contributions/Stephanie-OM-Dyke-56926050', ' ', ' '), ('Kathleen Connor', 'https://www.researchgate.net/scientific-contributions/Kathleen-Connor-2238540215', ' ', ' '), ('Victoria Nembaware', 'https://www.researchgate.net/profile/Victoria-Nembaware-2', 'University of Cape Town', 'https://www.researchgate.net/institution/University-of-Cape-Town'), ('Nchangwi S Munung', 'https://www.researchgate.net/profile/Nchangwi-S-Munung', ' ', ' ')]"
Automated assembly scaffolding using RagTag elevates a new tomato system for high-throughput genome editing,"[('Michael Alonge', 'https://www.researchgate.net/scientific-contributions/Michael-Alonge-2138914568', ' ', ' '), ('Ludivine Lebeigle', 'https://www.researchgate.net/scientific-contributions/Ludivine-Lebeigle-2175841318', ' ', ' '), ('Melanie Kirsche', 'https://www.researchgate.net/scientific-contributions/Melanie-Kirsche-2166870211', ' ', ' '), ('Katie Jenike', 'https://www.researchgate.net/scientific-contributions/Katie-Jenike-2238611355', ' ', ' ')]"
Transcriptional Responses of Cancer Cells to Heat Shock-Inducing Stimuli Involve Amplification of Robust HSF1 Binding,"[('Sayantani Ghosh Dastidar', 'https://www.researchgate.net/scientific-contributions/Sayantani-Ghosh-Dastidar-2238624858', ' ', ' '), ('Bony De kumar', 'https://www.researchgate.net/profile/Bony-De-Kumar', 'Yale University', 'https://www.researchgate.net/institution/Yale-University'), ('Bo Lauckner', 'https://www.researchgate.net/scientific-contributions/Bo-Lauckner-2238607469', ' ', ' '), ('Damien Parrello', 'https://www.researchgate.net/scientific-contributions/Damien-Parrello-2201297793', ' ', ' ')]"
La Sélection à Parenté Minimum Génomique : principes et résultats pour les deux races caprines laitières principales françaises,"[('Isabelle Palhière', 'https://www.researchgate.net/scientific-contributions/Isabelle-Palhiere-16066093', ' ', ' '), ('Vincent Gousseau', 'https://www.researchgate.net/scientific-contributions/Vincent-Gousseau-2190892186', ' ', ' '), ('J.J. Colleau', 'https://www.researchgate.net/profile/Jj-Colleau', 'French National Institute for Agriculture, Food, and Environment (INRAE)', 'https://www.researchgate.net/institution/French_National_Institute_for_Agriculture_Food_and_Environment_INRAE')]"
Clustering column-mean quantile median: a new methodology for imputing missing data,"[('Nourhan Yehia', 'https://www.researchgate.net/scientific-contributions/Nourhan-Yehia-2238513055', ' ', ' '), ('Manal Abdel Wahed', 'https://www.researchgate.net/scientific-contributions/Manal-Abdel-Wahed-2238557548', ' ', ' '), ('Mai Said Mabrouk', 'https://www.researchgate.net/scientific-contributions/Mai-Said-Mabrouk-2238535242', ' ', ' ')]"
Novel Viroid‐Like RNAs Naturally Infect a Filamentous Fungus,"[('Kaili Dong', 'https://www.researchgate.net/scientific-contributions/Kaili-Dong-2131185436', ' ', ' '), ('Chuan Xu', 'https://www.researchgate.net/scientific-contributions/Chuan-Xu-2158256559', ' ', ' '), ('Ioly Kotta-Loizou', 'https://www.researchgate.net/profile/Ioly-Kotta-Loizou', 'Imperial College London', 'https://www.researchgate.net/institution/Imperial-College-London'), ('Jingjing Jiang', 'https://www.researchgate.net/scientific-contributions/Jingjing-Jiang-2043374405', ' ', ' ')]"
"Emoción, subjetividad, memoria y salud mental.","[('J. M. Bertolín‐Guillén', 'https://www.researchgate.net/profile/J_Bertolin-guillen', 'Official College of Physicians of Valencia, ES, EU', ' ')]"
The missing link between genetic association and regulatory function,"[('Noah James Connally', 'https://www.researchgate.net/scientific-contributions/Noah-James-Connally-2238517813', ' ', ' '), ('Sumaiya Nazeen', 'https://www.researchgate.net/scientific-contributions/Sumaiya-Nazeen-2196278959', ' ', ' '), ('Daniel Lee', 'https://www.researchgate.net/scientific-contributions/Daniel-Lee-2196258591', ' ', ' '), ('Huwenbo Shi', 'https://www.researchgate.net/scientific-contributions/Huwenbo-Shi-2196257458', ' ', ' ')]"
Natural history collections as a resource for conservation genomics: understanding the past to preserve the future,"[('Phred M Benham', 'https://www.researchgate.net/scientific-contributions/Phred-M-Benham-75911453', ' ', ' '), ('Rauri C K Bowie', 'https://www.researchgate.net/profile/Rauri-Bowie', 'University of California, Berkeley', 'https://www.researchgate.net/institution/University-of-California-Berkeley')]"
Mycobacterium avium complex (MAC) genomics and transmission in a London hospital,"[('Andries J. van Tonder', 'https://www.researchgate.net/scientific-contributions/Andries-J-van-Tonder-2172414375', ' ', ' '), ('Huw Ellis', 'https://www.researchgate.net/profile/Huw-Ellis', 'Imperial College Healthcare NHS Trust', 'https://www.researchgate.net/institution/Imperial_College_Healthcare_NHS_Trust'), ('Colin Churchward', 'https://www.researchgate.net/profile/Colin-Churchward', 'Imperial College London', 'https://www.researchgate.net/institution/Imperial-College-London'), ('Kartik Kumar', 'https://www.researchgate.net/profile/Kartik-Kumar-13', 'Imperial College London', 'https://www.researchgate.net/institution/Imperial-College-London')]"
The evolutionary fate of divergent genomes in hybrid zones between selfing and outcrossing species,"[('Frédéric Fyon', 'https://www.researchgate.net/profile/Frederic-Fyon', 'Royal Holloway, University of London', 'https://www.researchgate.net/institution/Royal_Holloway_University_of_London'), ('Waldir M. Berbel-Filho', 'https://www.researchgate.net/profile/Waldir-Berbel-Filho', 'University of Oklahoma', 'https://www.researchgate.net/institution/University_of_Oklahoma')]"
Revisiting the Genomics and Genetic Codes Using Walsh-Hadamard Spectrum Analysis,"[('Mayasar Ahmad Dar', 'https://www.researchgate.net/scientific-contributions/Mayasar-Ahmad-Dar-2238118599', ' ', ' '), ('Deepmala Sharma', 'https://www.researchgate.net/scientific-contributions/Deepmala-Sharma-2238120007', ' ', ' ')]"
Benchmarking automated cell type annotation tools for single-cell ATAC-seq data,"[('Yuge Wang', 'https://www.researchgate.net/scientific-contributions/Yuge-Wang-2218338681', ' ', ' '), ('Xingzhi Sun', 'https://www.researchgate.net/scientific-contributions/Xingzhi-Sun-2233768166', ' ', ' '), ('Hongyu Zhao', 'https://www.researchgate.net/scientific-contributions/Hongyu-Zhao-2173819704', ' ', ' ')]"
Protein-Based Oncopanel as Addition to Target Sequencing in Head and Neck Squamous Cell Carcinoma to Individualize Treatment Decisions,"[('Adrian von Witzleben', 'https://www.researchgate.net/profile/Adrian-Von-Witzleben', 'Ulm University', 'https://www.researchgate.net/institution/Ulm_University'), ('Urs Müller-Richter', 'https://www.researchgate.net/profile/Urs-Mueller-Richter', 'University Hospital Wuerzburg', ' '), ('Katja Maurus', 'https://www.researchgate.net/scientific-contributions/Katja-Maurus-71482521', ' ', ' '), ('Stephanie Brändlein', 'https://www.researchgate.net/profile/Stephanie-Braendlein', 'University of Wuerzburg', 'https://www.researchgate.net/institution/University-of-Wuerzburg')]"
"Genomic characterization of respiratory syncytial virus 2022-2023 outbreak in Washington State, USA","[('Stephanie Goya', 'https://www.researchgate.net/scientific-contributions/Stephanie-Goya-2238411461', ' ', ' '), ('Jaydee Sereewit', 'https://www.researchgate.net/scientific-contributions/Jaydee-Sereewit-2224507882', ' ', ' '), ('Daniel Pfalmer', 'https://www.researchgate.net/scientific-contributions/Daniel-Pfalmer-2227559151', ' ', ' '), ('Tien V. Nguyen', 'https://www.researchgate.net/scientific-contributions/Tien-V-Nguyen-2197223007', ' ', ' ')]"
Espérance de vie et Covid : remettre les pendules à l’heure: Chroniques génomiques,"[('Bertrand Jordan', 'https://www.researchgate.net/scientific-contributions/Bertrand-Jordan-2238332146', ' ', ' ')]"
Addressing diversity and inclusion challenges in global neuro-psychiatric and behavioral genomics research,"[('Olivia Matshabane', 'https://www.researchgate.net/profile/Olivia-Matshabane', 'University of Cape Town', 'https://www.researchgate.net/institution/University-of-Cape-Town'), ('Calandra G. Whitted', 'https://www.researchgate.net/scientific-contributions/Calandra-G-Whitted-2238325411', ' ', ' '), ('Laura M Koehly', 'https://www.researchgate.net/profile/Laura-Koehly', 'National Institutes of Health', 'https://www.researchgate.net/institution/National-Institutes-of-Health')]"
Spatial omics technologies at multimodal and single cell/subcellular level,"[('Jiwoon Park', 'https://www.researchgate.net/profile/Jiwoon-Park-3', 'Weill Cornell Medical College', 'https://www.researchgate.net/institution/Weill-Cornell-Medical-College'), ('Junbum Kim', 'https://www.researchgate.net/scientific-contributions/Junbum-Kim-2192258347', ' ', ' '), ('Tyler Lewy', 'https://www.researchgate.net/scientific-contributions/Tyler-Lewy-2238428676', ' ', ' '), ('Charles M. Rice', 'https://www.researchgate.net/scientific-contributions/Charles-M-Rice-2162941388', ' ', ' ')]"
COVID-19 Reinfections in Mexico City: Implications for public health response,"[('Guillermo de Anda-Jáuregui', 'https://www.researchgate.net/profile/Guillermo-De-Anda-Jauregui', 'Instituto Nacional de Medicina Genómica', 'https://www.researchgate.net/institution/Instituto_Nacional_de_Medicina_Genomica'), ('Laura Gomez-Romero', 'https://www.researchgate.net/profile/Laura-Gomez-Romero', 'Instituto Nacional de Medicina Genómica', 'https://www.researchgate.net/institution/Instituto_Nacional_de_Medicina_Genomica'), ('Alberto Cedro-Tanda', 'https://www.researchgate.net/profile/Alberto-Cedro-Tanda', 'National Institute of Genomic Medicine, México', ' '), ('Sofia Canas', 'https://www.researchgate.net/scientific-contributions/Sofia-Canas-2238430489', ' ', ' ')]"
"Identification of genomic signatures and multiple lineage markers from the second and third wave samples of COVID-19 in Western Rajasthan, India","[('Ravisekhar Gadepalli', 'https://www.researchgate.net/scientific-contributions/Ravisekhar-Gadepalli-2217951371', ' ', ' '), ('Naveen Bokolia', 'https://www.researchgate.net/profile/Naveen-Bokolia', 'All India Institute of Medical Sciences Jodhpur', 'https://www.researchgate.net/institution/All-India-Institute-of-Medical-Sciences-Jodhpur')]"
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
Overlapping features of therapy-related and de novo NPM1 -mutated AML,"[('Jad Othman', 'https://www.researchgate.net/profile/Jad-Othman', ""Guy's and St Thomas' NHS Foundation Trust"", 'https://www.researchgate.net/institution/Guys_and_St_Thomas_NHS_Foundation_Trust'), ('Manja Meggendorfer', 'https://www.researchgate.net/scientific-contributions/Manja-Meggendorfer-2137813300', ' ', ' '), ('Enrico Tiacci', 'https://www.researchgate.net/profile/Enrico-Tiacci', 'University of Duisburg-Essen', 'https://www.researchgate.net/institution/University-of-Duisburg-Essen'), ('Christian Thiede', 'https://www.researchgate.net/profile/Christian-Thiede', 'Universitätsklinikum Carl Gustav Carus Dresden', 'https://www.researchgate.net/institution/Universitaetsklinikum-Carl-Gustav-Carus-Dresden')]"
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
Methodological challenges in the genomic analysis of an endangered mammal population with low genetic diversity,"[('Lídia Escoda', 'https://www.researchgate.net/profile/Lidia-Escoda', 'Institute of Evolutionary Biology', 'https://www.researchgate.net/institution/Institute_of_Evolutionary_Biology2'), ('Oliver Hawlitschek', 'https://www.researchgate.net/profile/Oliver-Hawlitschek', 'University of Hamburg', 'https://www.researchgate.net/institution/University_of_Hamburg'), ('Jorge Gonzalez-Esteban', 'https://www.researchgate.net/profile/Jorge-Gonzalez-Esteban', 'DESMA Estudios Ambientales', ' '), ('Jose Castresana', 'https://www.researchgate.net/scientific-contributions/Jose-Castresana-46487715', ' ', ' ')]"
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
"Monitoring the Establishment of VOC Gamma in Minas Gerais, Brazil: A Retrospective Epidemiological and Genomic Surveillance Study","[('Hugo José Alves', 'https://www.researchgate.net/scientific-contributions/Hugo-Jose-Alves-2194191192', ' ', ' '), ('João Locke Ferreira de Araújo', 'https://www.researchgate.net/scientific-contributions/Joao-Locke-Ferreira-de-Araujo-2194188250', ' ', ' '), ('Paula Luize Camargos Fonseca', 'https://www.researchgate.net/profile/Paula-Luize-Fonseca', 'Federal University of Minas Gerais', 'https://www.researchgate.net/institution/Federal-University-of-Minas-Gerais'), ('Filipe Romero Rebello Moreira', 'https://www.researchgate.net/scientific-contributions/Filipe-Romero-Rebello-Moreira-2176266336', ' ', ' ')]"
NotFound,[]
NotFound,[]
NotFound,[]
No supergene despite social polymorphism in the big-headed ant Pheidole pallidula,"[('Emeline Favreau', 'https://www.researchgate.net/profile/Emeline-Favreau', 'University College London', 'https://www.researchgate.net/institution/University-College-London'), ('Claude Lebas', 'https://www.researchgate.net/profile/Claude-Lebas', ' ', ' '), ('Eckart Stolle', 'https://www.researchgate.net/profile/Eckart-Stolle', 'Research Museum Alexander Koenig', 'https://www.researchgate.net/institution/Research-Museum-Alexander-Koenig'), ('Anurag Priyam', 'https://www.researchgate.net/profile/Anurag-Priyam', 'Queen Mary, University of London', 'https://www.researchgate.net/institution/Queen-Mary-University-of-London')]"
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
Genetic diversity fuels gene discovery for tobacco and alcohol use,"[('Gretchen R. B. Saunders', 'https://www.researchgate.net/profile/Gretchen-Saunders', 'University of Minnesota Twin Cities', 'https://www.researchgate.net/institution/University_of_Minnesota_Twin_Cities2'), ('Xingyan Wang', 'https://www.researchgate.net/scientific-contributions/Xingyan-Wang-2175384879', ' ', ' '), ('Fang Chen', 'https://www.researchgate.net/profile/Fang-Chen-56', 'China Agricultural University', 'https://www.researchgate.net/institution/China_Agricultural_University'), ('Seon-Kyeong Jang', 'https://www.researchgate.net/profile/Seon-Kyeong-Jang-2', 'University of Minnesota Twin Cities', 'https://www.researchgate.net/institution/University_of_Minnesota_Twin_Cities2')]"
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
Correction to: Genomic characteristics of two breast malignant phyllodes tumors during pregnancy and lactation identified through whole-exome sequencing,"[('Ting Lei', 'https://www.researchgate.net/scientific-contributions/Ting-Lei-2223300144', ' ', ' '), ('Mengjia Shen', 'https://www.researchgate.net/scientific-contributions/Mengjia-Shen-2233846699', ' ', ' '), ('Xu Deng', 'https://www.researchgate.net/scientific-contributions/Xu-Deng-2225181113', ' ', ' '), ('Yongqiang Shi', 'https://www.researchgate.net/scientific-contributions/Yongqiang-Shi-2190151451', ' ', ' ')]"
NotFound,[]
NotFound,[]
Echoed induction of nucleotide variants and chromosomal structural variants in cancer cells,"[('Yusuke Matsuno', 'https://www.researchgate.net/profile/Yusuke-Matsuno', 'National Cancer Center, Japan', 'https://www.researchgate.net/institution/National-Cancer-Center-Japan'), ('Rika Kusumoto-Matsuo', 'https://www.researchgate.net/scientific-contributions/Rika-Kusumoto-Matsuo-2207199589', ' ', ' '), ('Yuya Manaka', 'https://www.researchgate.net/scientific-contributions/Yuya-Manaka-2237687827', ' ', ' '), ('Haruka Asai', 'https://www.researchgate.net/scientific-contributions/Haruka-Asai-2237706296', ' ', ' ')]"
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
NotFound,[]
